open,low,high,close,change_amount,change_percent,gregorian_date,jalali_date,date
10532000.0,10447000.0,10622000.0,10555000.0,25000.0,0.24,2020/11/29,1399/09/09,2020-11-29
10553000.0,10553000.0,11179000.0,11079000.0,524000.0,4.96,2020/11/30,1399/09/10,2020-11-30
11068000.0,10948000.0,11248000.0,11070000.0,9000.0,0.08,2020/12/01,1399/09/11,2020-12-01
11309700.0,10986400.0,11542600.0,11128900.0,153100.0,1.38,2020/12/02,1399/09/12,2020-12-02
11118000.0,11047000.0,11296000.0,11275000.0,146100.0,1.31,2020/12/05,1399/09/15,2020-12-05
11262000.0,11075000.0,11329000.0,11301000.0,26000.0,0.23,2020/12/06,1399/09/16,2020-12-06
11303000.0,11303000.0,11460000.0,11442000.0,141000.0,1.25,2020/12/07,1399/09/17,2020-12-07
11456000.0,11456000.0,11670000.0,11525000.0,83000.0,0.73,2020/12/08,1399/09/18,2020-12-08
11523000.0,11310000.0,11523000.0,11520000.0,5000.0,0.04,2020/12/09,1399/09/19,2020-12-09
11520000.0,11520000.0,11520000.0,11520000.0,,,2020/12/10,1399/09/20,2020-12-10
11363000.0,11185000.0,11490000.0,11294000.0,226000.0,2.0,2020/12/12,1399/09/22,2020-12-12
11176000.0,11142000.0,11292000.0,11271000.0,23000.0,0.2,2020/12/13,1399/09/23,2020-12-13
11255000.0,11229000.0,11402000.0,11379000.0,108000.0,0.96,2020/12/14,1399/09/24,2020-12-14
11453000.0,11296000.0,11456000.0,11299000.0,80000.0,0.71,2020/12/15,1399/09/25,2020-12-15
11372000.0,11354000.0,11421000.0,11372000.0,73000.0,0.65,2020/12/16,1399/09/26,2020-12-16
11372000.0,11372000.0,11372000.0,11372000.0,,,2020/12/17,1399/09/27,2020-12-17
11322000.0,11255000.0,11370000.0,11370000.0,2000.0,0.02,2020/12/19,1399/09/29,2020-12-19
11428000.0,11312000.0,11435000.0,11412000.0,42000.0,0.37,2020/12/20,1399/09/30,2020-12-20
11421000.0,11280000.0,11428000.0,11421000.0,9000.0,0.08,2020/12/21,1399/10/01,2020-12-21
11446000.0,11435000.0,11518000.0,11490000.0,69000.0,0.6,2020/12/22,1399/10/02,2020-12-22
11495000.0,11453000.0,11548000.0,11539000.0,49000.0,0.43,2020/12/23,1399/10/03,2020-12-23
11539000.0,11539000.0,11539000.0,11539000.0,,,2020/12/24,1399/10/04,2020-12-24
11384000.0,11382000.0,11509000.0,11465000.0,74000.0,0.65,2020/12/26,1399/10/06,2020-12-26
11462000.0,11416000.0,11499000.0,11493000.0,28000.0,0.24,2020/12/27,1399/10/07,2020-12-27
11465000.0,11412000.0,11502000.0,11437000.0,56000.0,0.49,2020/12/28,1399/10/08,2020-12-28
11439000.0,11428000.0,11509000.0,11469000.0,32000.0,0.28,2020/12/29,1399/10/09,2020-12-29
11490100.0,11258000.0,11703800.0,11479600.0,68400.0,0.6,2020/12/30,1399/10/10,2020-12-30
11467000.0,11456000.0,11583000.0,11580000.0,100400.0,0.87,2021/01/02,1399/10/13,2021-01-02
11583000.0,11573000.0,11906000.0,11883000.0,303000.0,2.62,2021/01/03,1399/10/14,2021-01-03
11890000.0,11890000.0,12123000.0,12065000.0,182000.0,1.53,2021/01/04,1399/10/15,2021-01-04
12067000.0,11622000.0,12079000.0,11668000.0,397000.0,3.4,2021/01/05,1399/10/16,2021-01-05
11663000.0,11541000.0,11696000.0,11573000.0,95000.0,0.82,2021/01/06,1399/10/17,2021-01-06
11573000.0,11573000.0,11573000.0,11573000.0,,,2021/01/07,1399/10/18,2021-01-07
10964000.0,10962000.0,11130000.0,11086000.0,487000.0,4.39,2021/01/09,1399/10/20,2021-01-09
11077000.0,10962000.0,11206000.0,11015000.0,71000.0,0.64,2021/01/10,1399/10/21,2021-01-10
11010000.0,10934000.0,11077000.0,11061000.0,46000.0,0.42,2021/01/11,1399/10/22,2021-01-11
11056000.0,10772000.0,11056000.0,10828000.0,233000.0,2.15,2021/01/12,1399/10/23,2021-01-12
10835000.0,10347000.0,10835000.0,10391000.0,437000.0,4.21,2021/01/13,1399/10/24,2021-01-13
10391000.0,10391000.0,10391000.0,10391000.0,,,2021/01/14,1399/10/25,2021-01-14
9999000.0,9932000.0,9999000.0,9999000.0,392000.0,3.92,2021/01/16,1399/10/27,2021-01-16
9205000.0,9172000.0,9900000.0,9622000.0,377000.0,3.92,2021/01/18,1399/10/29,2021-01-18
9629000.0,9622000.0,10461000.0,9923000.0,301000.0,3.13,2021/01/19,1399/10/30,2021-01-19
10112000.0,10112000.0,10539000.0,10352000.0,429000.0,4.32,2021/01/20,1399/11/01,2021-01-20
10352000.0,10352000.0,10352000.0,10352000.0,,,2021/01/21,1399/11/02,2021-01-21
10401000.0,10327000.0,10855000.0,10546000.0,194000.0,1.87,2021/01/23,1399/11/04,2021-01-23
10548000.0,10548000.0,10682000.0,10650000.0,104000.0,0.99,2021/01/24,1399/11/05,2021-01-24
10516000.0,10280000.0,10516000.0,10465000.0,185000.0,1.77,2021/01/25,1399/11/06,2021-01-25
10585000.0,10442000.0,10929000.0,10557000.0,92000.0,0.88,2021/01/26,1399/11/07,2021-01-26
10560000.0,10557000.0,10786000.0,10731000.0,174000.0,1.65,2021/01/27,1399/11/08,2021-01-27
10731000.0,10731000.0,10731000.0,10731000.0,,,2021/01/28,1399/11/09,2021-01-28
10881000.0,10881000.0,11266000.0,11077000.0,346000.0,3.22,2021/01/30,1399/11/11,2021-01-30
11079000.0,10851000.0,11109000.0,10941000.0,136000.0,1.24,2021/01/31,1399/11/12,2021-01-31
10938000.0,10915000.0,11086000.0,10955000.0,14000.0,0.13,2021/02/01,1399/11/13,2021-02-01
10964000.0,10823000.0,11003000.0,10883000.0,72000.0,0.66,2021/02/02,1399/11/14,2021-02-02
10781000.0,10638000.0,10911000.0,10744000.0,139000.0,1.29,2021/02/03,1399/11/15,2021-02-03
10744000.0,10744000.0,10744000.0,10744000.0,,,2021/02/04,1399/11/16,2021-02-04
10899000.0,10858000.0,10971000.0,10876000.0,132000.0,1.23,2021/02/06,1399/11/18,2021-02-06
11079000.0,11031000.0,11317000.0,11310000.0,434000.0,3.99,2021/02/07,1399/11/19,2021-02-07
11308000.0,11285000.0,11513000.0,11398000.0,88000.0,0.78,2021/02/08,1399/11/20,2021-02-08
11398000.0,11398000.0,11398000.0,11398000.0,,,2021/02/09,1399/11/21,2021-02-09
11649000.0,11649000.0,11649000.0,11649000.0,251000.0,2.2,2021/02/11,1399/11/23,2021-02-11
11820000.0,11446000.0,11827000.0,11529000.0,120000.0,1.04,2021/02/13,1399/11/25,2021-02-13
11416000.0,11262000.0,11513000.0,11345000.0,184000.0,1.62,2021/02/14,1399/11/26,2021-02-14
11336000.0,11329000.0,11583000.0,11534000.0,189000.0,1.67,2021/02/15,1399/11/27,2021-02-15
11518000.0,11315000.0,11527000.0,11349000.0,185000.0,1.63,2021/02/16,1399/11/28,2021-02-16
11458000.0,11389000.0,11490000.0,11409000.0,60000.0,0.53,2021/02/17,1399/11/29,2021-02-17
11409000.0,11409000.0,11409000.0,11409000.0,,,2021/02/18,1399/11/30,2021-02-18
11015000.0,10805000.0,11098000.0,10825000.0,584000.0,5.39,2021/02/20,1399/12/02,2021-02-20
10830000.0,10661000.0,10936000.0,10721000.0,104000.0,0.97,2021/02/21,1399/12/03,2021-02-21
10719000.0,10696000.0,10959000.0,10915000.0,194000.0,1.81,2021/02/22,1399/12/04,2021-02-22
10908000.0,10828000.0,11075000.0,11019000.0,104000.0,0.95,2021/02/23,1399/12/05,2021-02-23
11019000.0,11019000.0,11019000.0,11019000.0,,,2021/02/24,1399/12/06,2021-02-24
10805000.0,10634000.0,10805000.0,10772000.0,247000.0,2.29,2021/02/27,1399/12/09,2021-02-27
10689000.0,10684000.0,10867000.0,10818000.0,46000.0,0.43,2021/02/28,1399/12/10,2021-02-28
10811000.0,10557000.0,10818000.0,10650000.0,168000.0,1.58,2021/03/01,1399/12/11,2021-03-01
10557000.0,10557000.0,10837000.0,10624000.0,26000.0,0.24,2021/03/02,1399/12/12,2021-03-02
10622000.0,10500000.0,10832000.0,10521000.0,103000.0,0.98,2021/03/03,1399/12/13,2021-03-03
10521000.0,10521000.0,10521000.0,10521000.0,,,2021/03/04,1399/12/14,2021-03-04
10105000.0,9976000.0,10310000.0,10287000.0,234000.0,2.27,2021/03/06,1399/12/16,2021-03-06
10283000.0,10091000.0,10320000.0,10126000.0,161000.0,1.59,2021/03/07,1399/12/17,2021-03-07
10128000.0,10073000.0,10260000.0,10211000.0,85000.0,0.84,2021/03/08,1399/12/18,2021-03-08
10262000.0,10177000.0,10301000.0,10287000.0,76000.0,0.74,2021/03/09,1399/12/19,2021-03-09
10287000.0,10287000.0,10287000.0,10287000.0,,,2021/03/10,1399/12/20,2021-03-10
10502000.0,10373000.0,10551000.0,10442000.0,155000.0,1.51,2021/03/13,1399/12/23,2021-03-13
10447000.0,10396000.0,10511000.0,10504000.0,62000.0,0.59,2021/03/14,1399/12/24,2021-03-14
10507000.0,10477000.0,10694000.0,10664000.0,160000.0,1.52,2021/03/15,1399/12/25,2021-03-15
10661000.0,10659000.0,10786000.0,10768000.0,104000.0,0.98,2021/03/16,1399/12/26,2021-03-16
10770000.0,10770000.0,11017000.0,10855000.0,87000.0,0.81,2021/03/17,1399/12/27,2021-03-17
10855000.0,10855000.0,10855000.0,10855000.0,,,2021/03/18,1399/12/28,2021-03-18
11009900.0,10738900.0,11148600.0,10832100.0,22900.0,0.21,2021/03/24,1400/01/04,2021-03-24
10828000.0,10818000.0,11005000.0,10955000.0,122900.0,1.13,2021/03/27,1400/01/07,2021-03-27
10959000.0,10957000.0,11109000.0,11031000.0,76000.0,0.69,2021/03/28,1400/01/08,2021-03-28
10874000.0,10747000.0,10874000.0,10846000.0,185000.0,1.71,2021/03/30,1400/01/10,2021-03-30
10846000.0,10837000.0,10846000.0,10846000.0,,,2021/03/31,1400/01/11,2021-03-31
10544000.0,10507000.0,10636000.0,10599000.0,247000.0,2.33,2021/04/03,1400/01/14,2021-04-03
10606000.0,10574000.0,10652000.0,10592000.0,7000.0,0.07,2021/04/04,1400/01/15,2021-04-04
10631000.0,10604000.0,10740000.0,10701000.0,109000.0,1.03,2021/04/05,1400/01/16,2021-04-05
10703000.0,10574000.0,10703000.0,10585000.0,116000.0,1.1,2021/04/06,1400/01/17,2021-04-06
10583000.0,10424000.0,10583000.0,10511000.0,74000.0,0.7,2021/04/07,1400/01/18,2021-04-07
10511000.0,10511000.0,10511000.0,10511000.0,,,2021/04/08,1400/01/19,2021-04-08
10377000.0,10322000.0,10449000.0,10329000.0,182000.0,1.76,2021/04/10,1400/01/21,2021-04-10
10299000.0,10299000.0,10428000.0,10391000.0,62000.0,0.6,2021/04/11,1400/01/22,2021-04-11
10419000.0,10257000.0,10444000.0,10428000.0,37000.0,0.36,2021/04/12,1400/01/23,2021-04-12
10433000.0,10350000.0,10433000.0,10375000.0,53000.0,0.51,2021/04/13,1400/01/24,2021-04-13
10387000.0,10384000.0,10458000.0,10454000.0,79000.0,0.76,2021/04/14,1400/01/25,2021-04-14
10454000.0,10454000.0,10454000.0,10454000.0,,,2021/04/15,1400/01/26,2021-04-15
10387000.0,10290000.0,10414000.0,10396000.0,58000.0,0.56,2021/04/17,1400/01/28,2021-04-17
10389000.0,10165000.0,10417000.0,10190000.0,206000.0,2.02,2021/04/18,1400/01/29,2021-04-18
10183000.0,9913000.0,10428000.0,10228000.0,38000.0,0.37,2021/04/19,1400/01/30,2021-04-19
10188000.0,10153000.0,10322000.0,10216000.0,12000.0,0.12,2021/04/20,1400/01/31,2021-04-20
10223000.0,10061000.0,10232000.0,10117000.0,99000.0,0.98,2021/04/21,1400/02/01,2021-04-21
10117000.0,10117000.0,10117000.0,10117000.0,,,2021/04/22,1400/02/02,2021-04-22
10112000.0,10038000.0,10230000.0,10057000.0,60000.0,0.6,2021/04/24,1400/02/04,2021-04-24
10059000.0,9923000.0,10080000.0,9936000.0,121000.0,1.22,2021/04/25,1400/02/05,2021-04-25
9943000.0,9934000.0,10070000.0,9983000.0,47000.0,0.47,2021/04/26,1400/02/06,2021-04-26
9990000.0,9925000.0,10061000.0,9964000.0,19000.0,0.19,2021/04/27,1400/02/07,2021-04-27
9966000.0,9858000.0,9966000.0,9874000.0,90000.0,0.91,2021/04/28,1400/02/08,2021-04-28
9874000.0,9874000.0,9874000.0,9874000.0,,,2021/04/29,1400/02/09,2021-04-29
9673000.0,9302000.0,9673000.0,9399000.0,475000.0,5.05,2021/05/01,1400/02/11,2021-05-01
9424000.0,9341000.0,9493000.0,9394000.0,5000.0,0.05,2021/05/02,1400/02/12,2021-05-02
9394000.0,9394000.0,9394000.0,9394000.0,,,2021/05/03,1400/02/13,2021-05-03
8974000.0,8974000.0,9574000.0,9399000.0,5000.0,0.05,2021/05/05,1400/02/15,2021-05-05
9399000.0,9399000.0,9399000.0,9399000.0,,,2021/05/06,1400/02/16,2021-05-06
9299000.0,9103000.0,9433000.0,9387000.0,12000.0,0.13,2021/05/08,1400/02/18,2021-05-08
9565500.0,9431500.0,9829500.0,9703400.0,18400.0,0.19,2021/05/09,1400/02/19,2021-05-09
9683000.0,9683000.0,10015000.0,9853000.0,149600.0,1.54,2021/05/11,1400/02/21,2021-05-11
9846000.0,9823000.0,10038000.0,9943000.0,90000.0,0.91,2021/05/12,1400/02/22,2021-05-12
10003000.0,9966000.0,10306000.0,10287000.0,344000.0,3.46,2021/05/15,1400/02/25,2021-05-15
10195000.0,10029000.0,10237000.0,10142000.0,145000.0,1.43,2021/05/16,1400/02/26,2021-05-16
10144000.0,10142000.0,10431000.0,10290000.0,148000.0,1.46,2021/05/17,1400/02/27,2021-05-17
10278000.0,9876000.0,10322000.0,10156000.0,134000.0,1.32,2021/05/18,1400/02/28,2021-05-18
10147000.0,10137000.0,10317000.0,10193000.0,37000.0,0.36,2021/05/19,1400/02/29,2021-05-19
10193000.0,10193000.0,10193000.0,10193000.0,,,2021/05/20,1400/02/30,2021-05-20
10211000.0,10193000.0,10322000.0,10292000.0,99000.0,0.97,2021/05/22,1400/03/01,2021-05-22
10285000.0,10269000.0,10527000.0,10368000.0,76000.0,0.74,2021/05/23,1400/03/02,2021-05-23
10352000.0,10158000.0,10377000.0,10329000.0,39000.0,0.38,2021/05/24,1400/03/03,2021-05-24
10324000.0,10324000.0,10622000.0,10442000.0,113000.0,1.09,2021/05/25,1400/03/04,2021-05-25
10449000.0,10433000.0,10497000.0,10467000.0,25000.0,0.24,2021/05/26,1400/03/05,2021-05-26
10467000.0,10467000.0,10467000.0,10467000.0,,,2021/05/27,1400/03/06,2021-05-27
10665260.0,10599000.0,10901000.0,10800000.0,333000.0,3.18,2021/05/29,1400/03/08,2021-05-29
10821000.0,10821000.0,11169000.0,11003000.0,203000.0,1.88,2021/05/30,1400/03/09,2021-05-30
11008000.0,10793000.0,11019000.0,10980000.0,23000.0,0.21,2021/05/31,1400/03/10,2021-05-31
10957000.0,10920000.0,11035000.0,10964000.0,16000.0,0.15,2021/06/01,1400/03/11,2021-06-01
10915000.0,10735000.0,10927000.0,10793000.0,171000.0,1.58,2021/06/02,1400/03/12,2021-06-02
10793000.0,10793000.0,10793000.0,10793000.0,,,2021/06/03,1400/03/13,2021-06-03
10855000.0,10735000.0,10860000.0,10747000.0,46000.0,0.43,2021/06/07,1400/03/17,2021-06-07
10742000.0,10742000.0,10846000.0,10832000.0,85000.0,0.79,2021/06/08,1400/03/18,2021-06-08
10805000.0,10714000.0,10823000.0,10735000.0,97000.0,0.9,2021/06/09,1400/03/19,2021-06-09
10735000.0,10735000.0,10735000.0,10735000.0,,,2021/06/10,1400/03/20,2021-06-10
10708000.0,10708000.0,10816000.0,10758000.0,23000.0,0.21,2021/06/12,1400/03/22,2021-06-12
10763000.0,10636000.0,10768000.0,10682000.0,76000.0,0.71,2021/06/13,1400/03/23,2021-06-13
10694000.0,10694000.0,10744000.0,10717000.0,35000.0,0.33,2021/06/14,1400/03/24,2021-06-14
10726000.0,10659000.0,10823000.0,10809000.0,92000.0,0.86,2021/06/15,1400/03/25,2021-06-15
10805000.0,10654000.0,10809000.0,10654000.0,155000.0,1.45,2021/06/16,1400/03/26,2021-06-16
10654000.0,10654000.0,10654000.0,10654000.0,,,2021/06/17,1400/03/27,2021-06-17
10133000.0,10133000.0,10320000.0,10283000.0,371000.0,3.61,2021/06/19,1400/03/29,2021-06-19
10285000.0,10257000.0,10354000.0,10352000.0,69000.0,0.67,2021/06/20,1400/03/30,2021-06-20
10354000.0,10343000.0,10454000.0,10440000.0,88000.0,0.85,2021/06/21,1400/03/31,2021-06-21
10424000.0,10359000.0,10437000.0,10382000.0,58000.0,0.56,2021/06/22,1400/04/01,2021-06-22
10380000.0,10292000.0,10387000.0,10338000.0,44000.0,0.43,2021/06/23,1400/04/02,2021-06-23
10338000.0,10338000.0,10338000.0,10338000.0,,,2021/06/24,1400/04/03,2021-06-24
10502000.0,10470000.0,10588000.0,10585000.0,247000.0,2.39,2021/06/26,1400/04/05,2021-06-26
10588000.0,10588000.0,10710000.0,10657000.0,72000.0,0.68,2021/06/27,1400/04/06,2021-06-27
10645000.0,10629000.0,10791000.0,10641000.0,16000.0,0.15,2021/06/28,1400/04/07,2021-06-28
10654000.0,10654000.0,10735000.0,10724000.0,83000.0,0.78,2021/06/29,1400/04/08,2021-06-29
10738000.0,10615000.0,10738000.0,10678000.0,46000.0,0.43,2021/06/30,1400/04/09,2021-06-30
10678000.0,10678000.0,10678000.0,10678000.0,,,2021/07/01,1400/04/10,2021-07-01
10673000.0,10592000.0,10756000.0,10597000.0,81000.0,0.76,2021/07/03,1400/04/12,2021-07-03
10606000.0,10548000.0,10613000.0,10576000.0,21000.0,0.2,2021/07/04,1400/04/13,2021-07-04
10588000.0,10576000.0,10698000.0,10673000.0,97000.0,0.92,2021/07/05,1400/04/14,2021-07-05
10680000.0,10525000.0,10680000.0,10604000.0,69000.0,0.65,2021/07/06,1400/04/15,2021-07-06
10621900.0,10539000.0,10842000.0,10635700.0,5300.0,0.05,2021/07/07,1400/04/16,2021-07-07
10631000.0,10599000.0,10654000.0,10648000.0,12300.0,0.12,2021/07/10,1400/04/19,2021-07-10
10638000.0,10592000.0,10652000.0,10613000.0,35000.0,0.33,2021/07/11,1400/04/20,2021-07-11
10624000.0,10507000.0,10624000.0,10539000.0,74000.0,0.7,2021/07/12,1400/04/21,2021-07-12
10548000.0,10456000.0,10555000.0,10491000.0,48000.0,0.46,2021/07/13,1400/04/22,2021-07-13
10502000.0,10491000.0,10608000.0,10590000.0,99000.0,0.94,2021/07/14,1400/04/23,2021-07-14
10590000.0,10590000.0,10590000.0,10590000.0,,,2021/07/15,1400/04/24,2021-07-15
10532000.0,10484000.0,10546000.0,10507000.0,83000.0,0.79,2021/07/17,1400/04/26,2021-07-17
10509000.0,10421000.0,10516000.0,10477000.0,30000.0,0.29,2021/07/18,1400/04/27,2021-07-18
10525000.0,10500000.0,10597000.0,10560000.0,83000.0,0.79,2021/07/19,1400/04/28,2021-07-19
10560000.0,10560000.0,10560000.0,10560000.0,,,2021/07/20,1400/04/29,2021-07-20
10537000.0,10537000.0,10537000.0,10537000.0,23000.0,0.22,2021/07/22,1400/04/31,2021-07-22
10530000.0,10523000.0,10721000.0,10606000.0,69000.0,0.65,2021/07/24,1400/05/02,2021-07-24
10613000.0,10604000.0,10795000.0,10749000.0,143000.0,1.35,2021/07/25,1400/05/03,2021-07-25
10754000.0,10751000.0,10841000.0,10775000.0,26000.0,0.24,2021/07/26,1400/05/04,2021-07-26
10765000.0,10765000.0,10994000.0,10957000.0,182000.0,1.69,2021/07/27,1400/05/05,2021-07-27
10957000.0,10957000.0,10957000.0,10957000.0,,,2021/07/28,1400/05/06,2021-07-28
11107000.0,10941000.0,11139000.0,10975000.0,18000.0,0.16,2021/07/31,1400/05/09,2021-07-31
10968000.0,10883000.0,11033000.0,10938000.0,37000.0,0.34,2021/08/01,1400/05/10,2021-08-01
10941000.0,10929000.0,11038000.0,10996000.0,58000.0,0.53,2021/08/02,1400/05/11,2021-08-02
10994000.0,10874000.0,11035000.0,10989000.0,7000.0,0.06,2021/08/03,1400/05/12,2021-08-03
10982000.0,10966000.0,11028000.0,11008000.0,19000.0,0.17,2021/08/04,1400/05/13,2021-08-04
11008000.0,11008000.0,11008000.0,11008000.0,,,2021/08/05,1400/05/14,2021-08-05
10816000.0,10816000.0,10911000.0,10865000.0,143000.0,1.32,2021/08/07,1400/05/16,2021-08-07
10869000.0,10800000.0,10906000.0,10848000.0,17000.0,0.16,2021/08/08,1400/05/17,2021-08-08
10835000.0,10835000.0,10955000.0,10920000.0,72000.0,0.66,2021/08/09,1400/05/18,2021-08-09
10904000.0,10904000.0,11137000.0,11102000.0,182000.0,1.67,2021/08/10,1400/05/19,2021-08-10
11116000.0,11042000.0,11139000.0,11070000.0,32000.0,0.29,2021/08/11,1400/05/20,2021-08-11
11070000.0,11070000.0,11070000.0,11070000.0,,,2021/08/12,1400/05/21,2021-08-12
11160000.0,11149000.0,11426000.0,11377000.0,307000.0,2.77,2021/08/14,1400/05/23,2021-08-14
11389000.0,11382000.0,11513000.0,11488000.0,111000.0,0.98,2021/08/15,1400/05/24,2021-08-15
11486000.0,11439000.0,11502000.0,11449000.0,39000.0,0.34,2021/08/16,1400/05/25,2021-08-16
11449000.0,11449000.0,11449000.0,11449000.0,,,2021/08/17,1400/05/26,2021-08-17
11467000.0,11462000.0,11684000.0,11548000.0,99000.0,0.86,2021/08/21,1400/05/30,2021-08-21
11541000.0,11504000.0,11733000.0,11733000.0,185000.0,1.6,2021/08/22,1400/05/31,2021-08-22
11730000.0,11677000.0,11841000.0,11756000.0,23000.0,0.2,2021/08/23,1400/06/01,2021-08-23
11749000.0,11712000.0,11906000.0,11719000.0,37000.0,0.32,2021/08/24,1400/06/02,2021-08-24
11714000.0,11677000.0,11765000.0,11712000.0,7000.0,0.06,2021/08/25,1400/06/03,2021-08-25
11712000.0,11712000.0,11712000.0,11712000.0,,,2021/08/26,1400/06/04,2021-08-26
12010000.0,11793000.0,12010000.0,11823000.0,111000.0,0.95,2021/08/28,1400/06/06,2021-08-28
11832000.0,11534000.0,11832000.0,11539000.0,284000.0,2.46,2021/08/29,1400/06/07,2021-08-29
11548000.0,11548000.0,11744000.0,11652000.0,113000.0,0.98,2021/08/30,1400/06/08,2021-08-30
11640000.0,11525000.0,11661000.0,11543000.0,109000.0,0.94,2021/08/31,1400/06/09,2021-08-31
11548000.0,11548000.0,11622000.0,11619000.0,76000.0,0.66,2021/09/01,1400/06/10,2021-09-01
11619000.0,11619000.0,11619000.0,11619000.0,,,2021/09/02,1400/06/11,2021-09-02
11613000.0,11613000.0,11765000.0,11691000.0,72000.0,0.62,2021/09/04,1400/06/13,2021-09-04
11680000.0,11619000.0,11703000.0,11661000.0,30000.0,0.26,2021/09/05,1400/06/14,2021-09-05
11673000.0,11661000.0,11740000.0,11682000.0,21000.0,0.18,2021/09/06,1400/06/15,2021-09-06
11680000.0,11680000.0,11855000.0,11806000.0,124000.0,1.06,2021/09/07,1400/06/16,2021-09-07
11820000.0,11779000.0,11867000.0,11836000.0,30000.0,0.25,2021/09/08,1400/06/17,2021-09-08
11836000.0,11836000.0,11836000.0,11836000.0,,,2021/09/09,1400/06/18,2021-09-09
11735000.0,11557000.0,11749000.0,11573000.0,263000.0,2.27,2021/09/11,1400/06/20,2021-09-11
11583000.0,11412000.0,11583000.0,11559000.0,14000.0,0.12,2021/09/12,1400/06/21,2021-09-12
11573000.0,11504000.0,11684000.0,11668000.0,109000.0,0.94,2021/09/13,1400/06/22,2021-09-13
11677000.0,11527000.0,11677000.0,11546000.0,122000.0,1.06,2021/09/14,1400/06/23,2021-09-14
11532000.0,11322000.0,11543000.0,11516000.0,30000.0,0.26,2021/09/15,1400/06/24,2021-09-15
11516000.0,11516000.0,11516000.0,11516000.0,,,2021/09/16,1400/06/25,2021-09-16
11294000.0,11273000.0,11396000.0,11336000.0,180000.0,1.59,2021/09/18,1400/06/27,2021-09-18
11324000.0,11273000.0,11340000.0,11322000.0,14000.0,0.12,2021/09/19,1400/06/28,2021-09-19
11366000.0,11366000.0,11462000.0,11426000.0,104000.0,0.92,2021/09/20,1400/06/29,2021-09-20
11366000.0,11366000.0,11462000.0,11426000.0,,,2021/09/21,1400/06/30,2021-09-21
11428000.0,11428000.0,11559000.0,11523000.0,97000.0,0.85,2021/09/22,1400/06/31,2021-09-22
11518000.0,11495000.0,11601000.0,11562000.0,39000.0,0.34,2021/09/23,1400/07/01,2021-09-23
11566000.0,11386000.0,11566000.0,11419000.0,143000.0,1.25,2021/09/25,1400/07/03,2021-09-25
11460000.0,11460000.0,11460000.0,11460000.0,41000.0,0.36,2021/09/26,1400/07/04,2021-09-26
11476000.0,11449000.0,11516000.0,11513000.0,53000.0,0.46,2021/09/28,1400/07/06,2021-09-28
11580000.0,11543000.0,11649000.0,11573000.0,60000.0,0.52,2021/09/29,1400/07/07,2021-09-29
11608000.0,11587000.0,11659000.0,11645000.0,72000.0,0.62,2021/09/30,1400/07/08,2021-09-30
11626000.0,11585000.0,11645000.0,11608000.0,37000.0,0.32,2021/10/02,1400/07/10,2021-10-02
11589000.0,11585000.0,11698000.0,11691000.0,83000.0,0.72,2021/10/03,1400/07/11,2021-10-03
11691000.0,11691000.0,11691000.0,11691000.0,,,2021/10/04,1400/07/12,2021-10-04
11594000.0,11594000.0,11594000.0,11594000.0,97000.0,0.84,2021/10/06,1400/07/14,2021-10-06
11408800.0,11243300.0,11519400.0,11394900.0,19100.0,0.17,2021/10/09,1400/07/17,2021-10-09
11414000.0,11287000.0,11423000.0,11319000.0,75900.0,0.67,2021/10/11,1400/07/19,2021-10-11
11257000.0,11215000.0,11426000.0,11414000.0,95000.0,0.84,2021/10/12,1400/07/20,2021-10-12
11412000.0,11393000.0,11465000.0,11416000.0,2000.0,0.02,2021/10/13,1400/07/21,2021-10-13
11416000.0,11416000.0,11416000.0,11416000.0,,,2021/10/14,1400/07/22,2021-10-14
11451000.0,11402000.0,11460000.0,11412000.0,4000.0,0.04,2021/10/16,1400/07/24,2021-10-16
11336000.0,11315000.0,11426000.0,11370000.0,42000.0,0.37,2021/10/17,1400/07/25,2021-10-17
11356000.0,11349000.0,11479000.0,11472000.0,102000.0,0.9,2021/10/18,1400/07/26,2021-10-18
11458000.0,11405000.0,11472000.0,11426000.0,46000.0,0.4,2021/10/19,1400/07/27,2021-10-19
11430000.0,11423000.0,11523000.0,11490000.0,64000.0,0.56,2021/10/20,1400/07/28,2021-10-20
11490000.0,11490000.0,11490000.0,11490000.0,,,2021/10/21,1400/07/29,2021-10-21
11629000.0,11629000.0,11629000.0,11629000.0,139000.0,1.21,2021/10/23,1400/08/01,2021-10-23
11673000.0,11599000.0,11682000.0,11633000.0,4000.0,0.03,2021/10/25,1400/08/03,2021-10-25
11645000.0,11622000.0,11770000.0,11714000.0,81000.0,0.7,2021/10/26,1400/08/04,2021-10-26
11735000.0,11691000.0,11735000.0,11716000.0,2000.0,0.02,2021/10/27,1400/08/05,2021-10-27
11716000.0,11716000.0,11716000.0,11716000.0,,,2021/10/28,1400/08/06,2021-10-28
11696000.0,11622000.0,11707000.0,11684000.0,32000.0,0.27,2021/10/30,1400/08/08,2021-10-30
11691000.0,11691000.0,11765000.0,11716000.0,32000.0,0.27,2021/10/31,1400/08/09,2021-10-31
11733000.0,11668000.0,11733000.0,11684000.0,32000.0,0.27,2021/11/01,1400/08/10,2021-11-01
11682000.0,11680000.0,11733000.0,11716000.0,32000.0,0.27,2021/11/02,1400/08/11,2021-11-02
11656000.0,11649000.0,11693000.0,11684000.0,32000.0,0.27,2021/11/03,1400/08/12,2021-11-03
